party_id,party_title,party_first_name,party_last_name,contact_address,contact_email_address,contact_telephone_no,contact_mobile_no,offer_name,business_purpose,state,treatment_name,channel_name,decision_datetime,incontrolgroup
123579,Mr,Brad,Chambers,"35 Wheaton Vale, BIRMINGHAM, B20 1AH",Brad.Chambers@test.adqura.com,00000456912,10000345801,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_Email,Email,20190722T114348.085 GMT,N
123579,Mr,Brad,Chambers,"35 Wheaton Vale, BIRMINGHAM, B20 1AH",Brad.Chambers@test.adqura.com,00000456912,10000345801,FreeBatteryPack,Loyalty,InLife,FreeBatteryPack_Email,Email,20190722T114348.085 GMT,N
123580,Mr,Bradford,Champagne,"18 CHATTAWAY STREET, BIRMINGHAM, B7 5LN",Bradford.Champagne@test.adqura.com,00000456913,10000345802,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_Email,Email,20190722T114351.458 GMT,N
123580,Mr,Bradford,Champagne,"18 CHATTAWAY STREET, BIRMINGHAM, B7 5LN",Bradford.Champagne@test.adqura.com,00000456913,10000345802,FreeBatteryPack,Loyalty,InLife,FreeBatteryPack_Email,Email,20190722T114351.458 GMT,N
123581,Mr,Bradley,Champion,"40 GRESTONE AVENUE, BIRMINGHAM, B20 1AX",Bradley.Champion@test.adqura.com,00000456914,10000345803,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_Email,Email,20190722T114359.077 GMT,N
123581,Mr,Bradley,Champion,"40 GRESTONE AVENUE, BIRMINGHAM, B20 1AX",Bradley.Champion@test.adqura.com,00000456914,10000345803,FreeBatteryPack,Loyalty,InLife,FreeBatteryPack_Email,Email,20190722T114359.077 GMT,N
123582,Mr,Bradly,Chan,"4 DERWENT ROAD, BIRMINGHAM, B30 2UU",Bradly.Chan@test.adqura.com,00000456915,10000345804,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_Email,Email,20190722T114359.838 GMT,N
123582,Mr,Bradly,Chan,"4 DERWENT ROAD, BIRMINGHAM, B30 2UU",Bradly.Chan@test.adqura.com,00000456915,10000345804,FreeBatteryPack,Loyalty,InLife,FreeBatteryPack_Email,Email,20190722T114359.838 GMT,N
123583,Mr,Brady,Chance,"6 Balmoral Road, Erdington, BIRMINGHAM, B23 6NY",Brady.Chance@test.adqura.com,00000456916,10000345805,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_Email,Email,20190722T114348.477 GMT,N
123583,Mr,Brady,Chance,"6 Balmoral Road, Erdington, BIRMINGHAM, B23 6NY",Brady.Chance@test.adqura.com,00000456916,10000345805,FreeBatteryPack,Loyalty,InLife,FreeBatteryPack_Email,Email,20190722T114348.477 GMT,N
123584,Mr,Brain,Chandler,"17 Common Lane, Sheldon, BIRMINGHAM, B26 3BN",Brain.Chandler@test.adqura.com,00000456917,10000345806,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_Email,Email,20190722T114348.438 GMT,N
123584,Mr,Brain,Chandler,"17 Common Lane, Sheldon, BIRMINGHAM, B26 3BN",Brain.Chandler@test.adqura.com,00000456917,10000345806,FreeBatteryPack,Loyalty,InLife,FreeBatteryPack_Email,Email,20190722T114348.438 GMT,N
123585,Mr,Branden,Chaney,"131 Elmdale Crescent, BIRMINGHAM, B31 1SP",Branden.Chaney@test.adqura.com,00000456918,10000345807,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_Email,Email,20190722T114344.113 GMT,N
123585,Mr,Branden,Chaney,"131 Elmdale Crescent, BIRMINGHAM, B31 1SP",Branden.Chaney@test.adqura.com,00000456918,10000345807,FreeBatteryPack,Loyalty,InLife,FreeBatteryPack_Email,Email,20190722T114344.113 GMT,N
123586,Mr,Brandon,Chang,"261 Hamstead Road, Great Barr, BIRMINGHAM, B43 5TA",Brandon.Chang@test.adqura.com,00000456919,10000345808,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_Email,Email,20190722T114357.931 GMT,Y
123586,Mr,Brandon,Chang,"261 Hamstead Road, Great Barr, BIRMINGHAM, B43 5TA",Brandon.Chang@test.adqura.com,00000456919,10000345808,FreeBatteryPack,Loyalty,InLife,FreeBatteryPack_Email,Email,20190722T114357.931 GMT,N
123587,Mr,Brant,Chapa,"5 Newcome Close, BIRMINGHAM, B24 0JY",Brant.Chapa@test.adqura.com,00000456920,10000345809,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_Email,Email,20190722T114346.417 GMT,N
123587,Mr,Brant,Chapa,"5 Newcome Close, BIRMINGHAM, B24 0JY",Brant.Chapa@test.adqura.com,00000456920,10000345809,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_SMS,SMS,20190722T114346.417 GMT,N
123587,Mr,Brant,Chapa,"5 Newcome Close, BIRMINGHAM, B24 0JY",Brant.Chapa@test.adqura.com,00000456920,10000345809,FreeBatteryPack,Loyalty,InLife,FreeBatteryPack_Email,Email,20190722T114346.417 GMT,N
123588,Mr,Brendan,Chapin,"14 Shire Brook Close, BIRMINGHAM, B6 6BT",Brendan.Chapin@test.adqura.com,00000456921,10000345810,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_Email,Email,20190722T114349.953 GMT,N
123588,Mr,Brendan,Chapin,"14 Shire Brook Close, BIRMINGHAM, B6 6BT",Brendan.Chapin@test.adqura.com,00000456921,10000345810,FreeBatteryPack,Loyalty,InLife,FreeBatteryPack_Email,Email,20190722T114349.953 GMT,N
123589,Mr,Brendon,Chapman,"80 BEAKS HILL ROAD, BIRMINGHAM, B38 8BN",Brendon.Chapman@test.adqura.com,00000456922,10000345811,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_Email,Email,20190722T114352.941 GMT,N
123589,Mr,Brendon,Chapman,"80 BEAKS HILL ROAD, BIRMINGHAM, B38 8BN",Brendon.Chapman@test.adqura.com,00000456922,10000345811,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_SMS,SMS,20190722T114352.941 GMT,N
123589,Mr,Brendon,Chapman,"80 BEAKS HILL ROAD, BIRMINGHAM, B38 8BN",Brendon.Chapman@test.adqura.com,00000456922,10000345811,FreeBatteryPack,Loyalty,InLife,FreeBatteryPack_Email,Email,20190722T114352.941 GMT,N
123590,Mr,Brent,Chappell,"19 South Tower, Little Hall Road, BIRMINGHAM, B7 4QL",Brent.Chappell@test.adqura.com,00000456923,10000345812,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_Email,Email,20190722T114347.708 GMT,N
123590,Mr,Brent,Chappell,"19 South Tower, Little Hall Road, BIRMINGHAM, B7 4QL",Brent.Chappell@test.adqura.com,00000456923,10000345812,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_SMS,SMS,20190722T114347.708 GMT,N
123590,Mr,Brent,Chappell,"19 South Tower, Little Hall Road, BIRMINGHAM, B7 4QL",Brent.Chappell@test.adqura.com,00000456923,10000345812,FreeBatteryPack,Loyalty,InLife,FreeBatteryPack_Email,Email,20190722T114347.708 GMT,N
123591,Mr,Brenton,Charles,"FLAT 5, CHERRY GARDENS, EMSCOTE DRIVE, SUTTON COLDFIELD, B73 5NE",Brenton.Charles@test.adqura.com,00000456924,10000345813,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_Email,Email,20190722T114349.083 GMT,N
123591,Mr,Brenton,Charles,"FLAT 5, CHERRY GARDENS, EMSCOTE DRIVE, SUTTON COLDFIELD, B73 5NE",Brenton.Charles@test.adqura.com,00000456924,10000345813,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_SMS,SMS,20190722T114349.083 GMT,N
123591,Mr,Brenton,Charles,"FLAT 5, CHERRY GARDENS, EMSCOTE DRIVE, SUTTON COLDFIELD, B73 5NE",Brenton.Charles@test.adqura.com,00000456924,10000345813,FreeBatteryPack,Loyalty,InLife,FreeBatteryPack_Email,Email,20190722T114349.083 GMT,N
123592,Mr,Bret,Charlton,"30 THORNBERRY WALK, BIRMINGHAM, B7 5UA",Bret.Charlton@test.adqura.com,00000456925,10000345814,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_Email,Email,20190722T114351.789 GMT,Y
123592,Mr,Bret,Charlton,"30 THORNBERRY WALK, BIRMINGHAM, B7 5UA",Bret.Charlton@test.adqura.com,00000456925,10000345814,FreeBatteryPack,Loyalty,InLife,FreeBatteryPack_Email,Email,20190722T114351.789 GMT,N
123593,Mr,Brett,Chase,"16 Roundwood Lane, HARPENDEN, AL5 3BZ",Brett.Chase@test.adqura.com,00000456926,10000345815,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_Email,Email,20190722T114359.200 GMT,N
123593,Mr,Brett,Chase,"16 Roundwood Lane, HARPENDEN, AL5 3BZ",Brett.Chase@test.adqura.com,00000456926,10000345815,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_SMS,SMS,20190722T114359.200 GMT,N
123593,Mr,Brett,Chase,"16 Roundwood Lane, HARPENDEN, AL5 3BZ",Brett.Chase@test.adqura.com,00000456926,10000345815,FreeBatteryPack,Loyalty,InLife,FreeBatteryPack_Email,Email,20190722T114359.200 GMT,N
123594,Mr,Brian,Chastain,"9 CONISTON CLOSE, BROMSGROVE, B60 2HR",Brian.Chastain@test.adqura.com,00000456927,10000345816,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_Email,Email,20190722T114346.263 GMT,N
123594,Mr,Brian,Chastain,"9 CONISTON CLOSE, BROMSGROVE, B60 2HR",Brian.Chastain@test.adqura.com,00000456927,10000345816,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_SMS,SMS,20190722T114346.263 GMT,N
123594,Mr,Brian,Chastain,"9 CONISTON CLOSE, BROMSGROVE, B60 2HR",Brian.Chastain@test.adqura.com,00000456927,10000345816,FreeBatteryPack,Loyalty,InLife,FreeBatteryPack_Email,Email,20190722T114346.263 GMT,N
123595,Mr,Brice,Chatman,"CARETAKERS BUNGALOW, HOLLYFIELD ROAD, SUTTON COLDFIELD, B75 7SG",Brice.Chatman@test.adqura.com,00000456928,10000345817,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_Email,Email,20190722T114356.216 GMT,N
123595,Mr,Brice,Chatman,"CARETAKERS BUNGALOW, HOLLYFIELD ROAD, SUTTON COLDFIELD, B75 7SG",Brice.Chatman@test.adqura.com,00000456928,10000345817,FeaturesBenefitsNotUsed,Service,InLife,FeaturesBenefitsNotUsed_SMS,SMS,20190722T114356.216 GMT,Y
123595,Mr,Brice,Chatman,"CARETAKERS BUNGALOW, HOLLYFIELD ROAD, SUTTON COLDFIELD, B75 7SG",Brice.Chatman@test.adqura.com,00000456928,10000345817,FreeBatteryPack,Loyalty,InLife,FreeBatteryPack_Email,Email,20190722T114356.216 GMT,N
